start_date,start_time,live_time,real_time,dead_time,channel,counts
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,1,0
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,2,0
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,3,0
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,4,1452
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,5,858
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,6,881
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,7,929
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,8,849
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,9,928
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,10,1017
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,11,1108
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,12,1218
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,13,1276
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,14,1196
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,15,1176
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,16,1108
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,17,1249
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,18,1246
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,19,1341
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,20,1459
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,21,1638
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,22,1745
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,23,2027
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,24,2222
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,25,2499
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,26,2661
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,27,2855
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,28,3026
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,29,3283
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,30,3603
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,31,3793
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,32,4193
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,33,4420
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,34,4691
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,35,4947
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,36,5000
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,37,4846
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,38,4688
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,39,4610
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,40,4503
09/10/2026,14:00:58,1680.74,1686.04,0.31434604161229596,41,4585
